month,amazon_price_raw,list_price_raw,sales_rank_raw,asin,brand_seed,category_seed,segment_seed,marketplace,amazon_key_used,list_key_used,sales_key_used,amazon_price_final,list_price_final,amazon_price,list_price,cpi,cpi_beauty,unemployment_rate,interest_rate,consumer_sentiment,retail_sales,pce,sp500,housing_price_index,credit_card_delinquency,inflation_yoy,retail_sales_yoy,real_interest_rate,post_pandemic_dummy,high_rate_regime_dummy,recession_dummy,cycle_phase,price_log,price_change_pct,discount_rate,category_mean_price,price_vs_category_mean,sales_rank_log,sales_rank_change,demand_proxy,real_price,was_null,amazon_price_imputed,was_imputed,coverage_pct,max_null_run,low_quality_product,list_price_raw_gt_1000,list_price_implausible,cycle_phase_new
2019-03-01,,139.26,72626.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,,139.26,,139.26,254.277,182.898,3.8,2.41,98.4,438196.0,14248.6,2834.4,207.053,2.5733333333333333,1.8831863513063984,3.083839308188674,0.5268136486936017,0,0,0,expansion,,,,73.52766666666666,,11.193078263422583,,1.3769173574202076e-05,,1,,0,76.47058823529412,5,0,0,0,expansion
2019-04-01,,119.99,213840.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,,119.99,,119.99,255.233,183.312,3.7,2.42,97.2,437735.0,14290.0,2945.83,207.505,2.59,2.000583470209061,2.7790626416122066,0.4194165297909391,0,0,0,expansion,,,,71.98153846153845,,12.2729833508128,141214.0,4.676393565282454e-06,,1,,0,76.47058823529412,5,0,0,0,expansion
2019-05-01,,139.39,417027.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,,139.39,,139.39,255.296,182.107,3.6,2.39,100.0,442514.0,14353.3,2752.06,208.113,2.5933333333333333,1.7959105553606136,2.353240505157972,0.5940894446393865,0,0,0,expansion,,,,71.16105263157894,,12.940906246886303,203187.0,2.397926273358799e-06,,1,,0,76.47058823529412,5,0,0,0,expansion
2019-06-01,,122.23,347696.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,,122.23,,122.23,255.213,182.115,3.6,2.38,98.2,442116.0,14408.7,2941.76,208.567,2.5966666666666667,1.671194894390049,2.815761567226649,0.7088051056099509,0,0,0,expansion,,,,73.46735294117647,,12.759083813759515,-69331.0,2.8760756522939578e-06,,1,131.96,1,76.47058823529412,5,0,0,0,expansion
2019-07-01,131.96,131.96,101153.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.3196,131.96,131.96,131.96,255.802,183.13,3.7,2.4,98.4,445304.0,14496.0,2980.38,209.188,2.6,1.826331335037068,3.06292961788599,0.5736686649629319,0,0,0,expansion,4.882498846360381,,0.0,72.31333333333335,1.8248363602839492,11.524389501078469,-246543.0,9.886014255632556e-06,51.58677414562826,0,131.96,0,76.47058823529412,5,0,0,0,expansion
2019-08-01,124.85,124.96,145103.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.2485,124.96,124.85,124.96,256.036,184.129,3.6,2.13,89.8,448519.0,14558.2,2926.46,210.01,2.6033333333333335,1.7376412106666406,3.8163928051459184,0.3923587893333593,0,0,0,expansion,4.827113016725782,-0.053879963625341,0.0008802816901408,71.45545454545454,1.747242401496164,11.885199114054824,43950.0,6.89165627175179e-06,48.762673998968886,0,124.85,0,76.47058823529412,5,0,0,0,expansion
2019-09-01,119.0,130.96,201282.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.19,130.96,119.0,130.96,256.43,183.76,3.5,2.04,93.2,444555.0,14590.6,2976.74,210.817,2.6066666666666665,1.6844977040391562,3.0402977948164045,0.3555022959608438,0,0,0,expansion,4.77912349311153,-0.0468562274729674,0.0913255956017105,72.98586956521739,1.6304525890955666,12.212462188851845,56179.0,4.968154132013792e-06,46.4064267051437,0,119.0,0,76.47058823529412,5,0,0,0,expansion
2019-10-01,129.02,128.98,162198.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.2902,128.98,129.02,128.98,257.155,183.061,3.6,1.83,95.5,445627.0,14617.4,3037.56,211.72,2.61,1.7339736996186297,2.2328823062487624,0.0960263003813706,0,0,0,expansion,4.859967431104096,0.0842016806722689,-0.0003101256008685,72.58066666666667,1.7776083621901149,11.996573090131202,-39084.0,6.165304134452953e-06,50.17207520755965,0,129.02,0,76.47058823529412,5,0,0,0,expansion
2019-11-01,140.0,84.95,55641.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.4,84.95,140.0,84.95,257.879,182.375,3.6,1.55,96.8,449040.0,14711.0,3140.98,212.76,2.6366666666666667,2.092290394862917,2.3774999316024115,-0.5422903948629167,0,0,0,expansion,4.941642422609304,0.0851030847930551,-0.6480282519128899,72.47295454545454,1.931755106136772,10.926675618557397,-106557.0,1.797235851260761e-05,54.289027024302094,0,140.0,0,76.47058823529412,5,0,0,0,expansion
2019-12-01,119.0,114.0,111219.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.19,114.0,119.0,114.0,258.63,178.974,3.6,1.55,99.3,449643.0,14774.8,3230.78,213.922,2.663333333333333,2.3195274699624457,4.828504285061497,-0.7695274699624457,0,0,0,expansion,4.77912349311153,-0.15,-0.043859649122807,72.36439999999999,1.644455008263732,11.619256509512498,55578.0,8.991269477337506e-06,46.01167691296447,0,119.0,0,76.47058823529412,5,0,0,0,expansion
2020-01-01,131.47,131.47,201180.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.3147,131.47,131.47,131.47,259.127,179.656,3.6,1.55,99.8,447774.0,14868.3,3225.52,215.004,2.69,2.599767976845202,4.0739483923150965,-1.049767976845202,0,0,0,expansion,4.878778688708513,0.1047899159663865,0.0,75.85657894736842,1.7331390609009385,12.21195530868833,89961.0,4.970673029128144e-06,50.735739618025136,0,131.47,0,76.47058823529412,5,0,0,0,expansion
2020-02-01,132.65,132.65,192109.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.3265,132.65,132.65,132.65,259.25,181.381,3.5,1.58,101.0,447972.0,14828.1,2954.22,215.852,2.61,2.3413166797595197,3.8910559979962622,-0.7613166797595197,0,0,0,expansion,4.8877140805837485,0.0089754316574124,0.0,74.95048780487805,1.7698350455748022,12.16581819825784,-9071.0,5.205378196752885e-06,51.16682738669239,0,132.65,0,76.47058823529412,5,0,0,0,expansion
2020-03-01,135.99,136.0,100793.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.3599,136.0,135.99,136.0,258.076,181.669,4.4,0.65,89.1,420954.0,13812.8,2584.59,216.404,2.53,1.4940399642909163,-3.9347689161927546,-0.8440399642909163,0,0,0,recovery,4.912581353620868,0.0251790425932907,7.352941176463901e-05,72.28782608695653,1.8812296255307888,11.520824187763584,-91316.0,9.921323901461411e-06,52.69378012678436,0,135.99,0,76.47058823529412,5,0,0,0,recession
2020-04-01,137.93,135.99,117082.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.3793,135.99,137.93,135.99,256.032,180.95,14.8,0.05,71.8,370296.0,12249.2,2912.43,216.813,2.45,0.3130472940411133,-15.406353158874664,-0.2630472940411133,0,0,1,recession,4.926746310087428,0.0142657548349143,-0.0142657548349143,75.55869565217391,1.8254682509997988,11.670629822996784,16289.0,8.541022531217438e-06,53.87217222847144,0,137.93,0,76.47058823529412,5,0,0,0,recession
2020-05-01,126.11,134.12,163910.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.2611,134.12,126.11,134.12,255.802,179.553,13.2,0.05,72.3,437957.0,13281.5,3044.31,216.942,2.296666666666667,0.1982013035848551,-1.0297979272972158,-0.1482013035848551,0,0,1,recession,4.8371545419677835,-0.0856956427173204,0.0597226364449746,76.16382978723404,1.6557728301254298,12.007072775683406,46828.0,6.1009090354462815e-06,49.29984910203986,0,126.11,0,76.47058823529412,5,0,0,0,recession
2020-06-01,137.21,126.11,186865.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.3721,126.11,137.21,126.11,257.042,178.426,11.0,0.08,78.1,465800.0,14049.2,3100.29,217.488,2.1433333333333335,0.7166562831830481,5.356965140370407,-0.6366562831830481,0,0,0,recovery,4.9215125989330835,0.0880183966378558,-0.0880183966378559,78.06977272727273,1.7575304142273664,12.1381417099896,22955.0,5.351456934150322e-06,53.38038141626661,0,137.21,0,76.47058823529412,5,0,0,0,recovery
2020-07-01,137.21,137.21,99027.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.3721,137.21,137.21,137.21,258.352,179.374,10.2,0.09,72.5,471873.0,14307.2,3271.12,219.205,1.99,0.9968647625897996,5.966485816431022,-0.9068647625897998,0,0,0,slowdown,4.9215125989330835,0.0,0.0,74.85863636363636,1.832921445876774,11.503147819206132,-87838.0,1.0098256031183415e-05,53.10971078218866,0,137.21,0,76.47058823529412,5,0,0,0,recovery
2020-08-01,119.0,129.99,202576.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.19,129.99,119.0,129.99,259.316,179.164,8.4,0.1,74.1,473696.0,14462.2,3500.31,222.261,2.026666666666667,1.2810698495523851,5.613363090526824,-1.1810698495523853,0,0,0,slowdown,4.77912349311153,-0.1327162743240288,0.0845449649973075,74.18558139534883,1.6040852920707969,12.218870403760034,103549.0,4.936418924255588e-06,45.88995665520061,0,119.0,0,76.47058823529412,5,0,0,0,recovery
2020-09-01,118.1,,185397.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.181,,118.1,,259.997,177.631,7.8,0.09,80.4,482702.0,14668.1,3363.0,225.712,2.0633333333333335,1.3910228912373812,8.580940491052846,-1.3010228912373811,0,0,0,recovery,4.771531723203316,-0.0075630252100841,,70.5129268292683,1.67487020196954,12.1302547507532,-17179.0,5.3938305366322e-06,45.42360104155047,0,118.1,0,76.47058823529412,5,0,0,0,recovery
2020-10-01,120.7,,171837.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.207,,120.7,,260.319,178.135,6.9,0.09,81.8,480763.0,14725.8,3269.96,229.656,2.1,1.2303863428671624,7.884620994688385,-1.1403863428671623,0,0,0,recovery,4.793308128103486,0.0220152413209144,,73.64127659574469,1.6390264479333398,12.054301632049684,-13560.0,5.8194684497517995e-06,46.36618917558841,0,120.7,0,76.47058823529412,5,0,0,0,recovery
2020-11-01,121.24,,78374.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.2124,,121.24,,260.911,179.082,6.7,0.09,76.9,478079.0,14701.6,3621.63,233.219,2.026666666666667,1.1757452138405844,6.466907179761261,-1.0857452138405843,0,0,0,recovery,4.797772052189602,0.004473902236951,,71.08111111111111,1.7056570740781265,11.26924751868317,-93463.0,1.2759333452420443e-05,46.467952673517026,0,121.24,0,76.47058823529412,5,0,0,0,recovery
2020-12-01,,129.99,281990.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,,129.99,,129.99,262.045,178.552,6.7,0.09,80.7,485949.0,14822.0,3756.07,236.543,1.9533333333333336,1.3204191315779434,8.07440569518485,-1.2304191315779434,0,0,0,recovery,,,,69.873125,,12.549626888298588,203616.0,3.5462250434412567e-06,,1,119.53,1,76.47058823529412,5,0,0,0,recovery
2021-01-01,117.82,129.99,188594.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.1782,129.99,117.82,129.99,262.687,179.952,6.4,0.09,79.0,501604.0,15073.0,3714.24,239.642,1.88,1.3738437137002402,12.021689513013255,-1.28384371370024,1,0,0,recovery,4.7691580360935415,,0.0936225863527964,78.31024390243903,1.5045285792594807,12.147351835313827,-93396.0,5.302395622342174e-06,44.85185791455229,0,117.82,0,76.47058823529412,5,0,0,0,recovery
2021-02-01,135.44,129.99,160662.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.3544,129.99,135.44,129.99,263.579,180.497,6.2,0.08,76.8,488805.0,14983.5,3811.15,242.358,1.7833333333333332,1.6698167791706853,9.11507862098524,-1.5898167791706852,1,0,0,recovery,4.90852873782488,0.1495501612629435,-0.0419263020232324,74.65840909090909,1.8141292005710856,11.987058058299642,-27932.0,6.224247177303905e-06,51.384973764981275,0,135.44,0,76.47058823529412,5,0,0,0,recovery
2021-03-01,118.03,129.99,132201.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.1803,129.99,118.03,129.99,264.961,180.006,6.1,0.07,84.9,539607.0,15709.7,3972.89,245.458,1.6866666666666668,2.6678187820641908,28.186690232186898,-2.597818782064191,1,0,0,recovery,4.770938829440977,-0.1285440047253395,0.0920070774674975,72.6331111111111,1.6250164449026925,11.792078770667636,-28461.0,7.5642393022745666e-06,44.54617849419349,0,118.03,0,76.47058823529412,5,0,0,0,recovery
2021-04-01,129.64,129.99,135491.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.2963999999999998,129.99,129.64,129.99,266.614,180.289,6.1,0.07,88.3,542199.0,15917.5,4181.17,249.044,1.59,4.133077115360573,46.4231317648584,-4.0630771153605725,1,0,0,expansion,4.8647613782733465,0.0983648225027533,0.0026925148088316,73.86203703703704,1.7551641574005588,11.816660496431735,3290.0,7.380564022702615e-06,48.62460335916343,0,129.64,0,76.47058823529412,5,0,0,0,recovery
2021-05-01,135.65,129.99,205649.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.3565,129.99,135.65,129.99,268.383,178.222,5.8,0.06,82.9,536589.0,15973.5,4239.335,253.29,1.57,4.918257089467626,22.520932420306107,-4.858257089467626,1,0,0,recovery,4.910078039104941,0.0463591484109844,-0.0435418109085313,73.60448979591837,1.8429582268162432,12.233926111016064,70158.0,4.8626543284917504e-06,50.543439785679425,0,135.65,0,76.47058823529412,5,0,0,0,recovery
2021-06-01,135.65,,154261.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.3565,,135.65,,270.654,178.072,5.9,0.08,85.5,540152.0,16191.7,4297.5,258.093,1.55,5.295632620349999,15.962215543151558,-5.215632620349999,1,0,0,expansion,4.910078039104941,0.0,,78.97186046511628,1.717700446729627,11.946401252028886,-51388.0,6.482519885129748e-06,50.119340560272526,0,135.65,0,76.47058823529412,5,0,0,0,recovery
2021-07-01,132.73,,310280.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.3273,,132.73,,271.903,176.207,5.4,0.1,81.2,528600.0,16239.7,4395.26,262.464,1.53,5.245169381309234,12.021666846799883,-5.145169381309234,1,0,0,recovery,4.888316989638111,-0.0215259859933654,,77.17673913043478,1.719818710864109,12.645230394604807,156019.0,3.2228954492716257e-06,48.81520248029628,0,132.73,0,76.47058823529412,5,0,0,0,recovery
2021-08-01,132.66,129.99,229647.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.3266,129.99,132.66,129.99,272.676,178.556,5.1,0.09,70.3,532477.0,16412.9,4522.68,266.583,1.5433333333333334,5.152015301793966,12.409013375667088,-5.062015301793966,1,0,0,slowdown,4.88778946409741,-0.0005273864235665,-0.0205400415416569,75.50135135135136,1.7570546437328844,12.34429862631133,-80633.0,4.354509312118164e-06,48.651146415526114,0,132.66,0,76.47058823529412,5,0,0,0,recovery
2021-09-01,,,241266.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,,,,,273.91,178.72,4.7,0.08,72.8,536651.0,16489.6,4307.54,270.16,1.5566666666666666,5.351215590949132,11.176460839192703,-5.271215590949132,1,0,0,slowdown,,,,72.27487179487179,,12.3936553382456,11619.0,4.144802831729295e-06,,1,130.23,1,76.47058823529412,5,0,0,0,recovery
2021-10-01,127.8,129.99,266592.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.278,129.99,127.8,129.99,276.55,178.309,4.5,0.08,71.7,545361.0,16704.2,4605.38,273.615,1.57,6.235042390298062,13.436558137793476,-6.155042390298062,1,0,0,recovery,4.850466541943434,,0.0168474498038311,71.30090909090909,1.7924035139166912,12.493474678774636,25326.0,3.751050294082343e-06,46.21225818116073,0,127.8,0,76.47058823529412,5,0,0,0,recovery
2021-11-01,,129.99,254234.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,,129.99,,129.99,278.919,176.978,4.1,0.08,67.4,551082.0,16849.8,4567.0,277.315,1.61,6.901970403700863,15.270070427690818,-6.821970403700863,1,0,0,recovery,,,,69.33565217391305,,12.446010381743797,-12358.0,3.933384205102386e-06,,1,128.49,1,76.47058823529412,5,0,0,0,recovery
2021-12-01,129.18,,221915.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.2918,,129.18,,280.845,176.243,3.9,0.08,70.6,547277.0,16891.0,4766.18,281.568,1.65,7.174340285065539,12.62025438883505,-7.094340285065539,1,0,0,recovery,4.861206780604327,,,78.86,1.6380928227238143,12.310049704653167,-32319.0,4.506229862785301e-06,45.99690220584308,0,129.18,0,76.47058823529412,5,0,0,0,recovery
2022-01-01,129.18,,232209.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.2918,,129.18,,282.543,176.817,4.0,0.08,67.2,560257.0,16993.8,4515.55,286.137,1.69,7.558805726967832,11.693088571861466,-7.478805726967832,1,0,0,recovery,4.861206780604327,0.0,,72.16499999999999,1.7900644356682605,12.355393107184714,10294.0,4.306465296349409e-06,45.72047440566569,0,129.18,0,76.47058823529412,5,0,0,0,slowdown
2022-02-01,,,217832.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,,,,,284.5,178.891,3.9,0.08,62.8,563777.0,17106.0,4373.94,291.11,1.7366666666666666,7.937278766517819,15.337813647569076,-7.857278766517819,1,0,0,recovery,,,,72.51275,,12.291479402472042,-14377.0,4.590693745638841e-06,,1,129.585,1,76.47058823529412,5,0,0,0,slowdown
2022-03-01,129.99,129.99,263025.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.2999,129.99,129.99,129.99,287.674,180.642,3.7,0.2,59.4,574485.0,17347.2,4530.41,296.345,1.7833333333333334,8.572204966013853,6.46359294820118,-8.372204966013854,1,0,0,recovery,4.867457524419928,,0.0,82.66673469387756,1.5724583834279269,12.480004363676487,45193.0,3.80191996958464e-06,45.186565348276176,0,129.99,0,76.47058823529412,5,0,0,0,slowdown
2022-04-01,121.65,129.99,191190.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.2165,129.99,121.65,129.99,288.561,179.464,3.7,0.33,65.2,580943.0,17490.0,4131.93,300.378,1.83,8.231750770777225,7.14571587184778,-7.901750770777225,1,0,0,recovery,4.801148069229532,-0.0641587814447265,0.0641587814447265,88.17358974358974,1.3796648220148484,12.161022976976447,-71835.0,5.230399079449762e-06,42.157464106376125,0,121.65,0,76.47058823529412,5,0,0,0,slowdown
2022-05-01,114.59,129.99,187085.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.1459,129.99,114.59,129.99,291.298,180.083,3.6,0.77,58.4,579844.0,17574.5,4132.15,303.352,1.903333333333333,8.538171195642065,8.061104495246818,-7.768171195642065,1,0,0,recovery,4.7413605404383565,-0.0580353473078504,0.1184706515885837,90.78432432432432,1.2622223148418288,12.139318338016778,-4105.0,5.345163962904562e-06,39.3377228817225,0,114.59,0,76.47058823529412,5,0,0,0,slowdown
2022-06-01,,129.99,184459.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,,129.99,,129.99,294.957,180.437,3.6,1.21,50.0,585556.0,17755.2,3785.38,304.146,1.9766666666666663,8.979361103105798,8.405782076156342,-7.7693611031057985,1,0,0,recovery,,,,83.39023809523809,,12.12518249554548,-2626.0,5.421258924747505e-06,,1,114.54,1,76.47058823529412,5,0,0,0,slowdown
2022-07-01,,129.99,236594.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,,129.99,,129.99,294.913,181.816,3.5,1.68,51.5,579267.0,17770.1,4130.29,303.207,2.05,8.462576727730099,9.585130533484689,-6.782576727730099,1,0,0,recovery,,,,74.36152173913044,,12.374100870948745,52135.0,4.226649872777839e-06,,1,114.49,1,76.47058823529412,5,0,0,0,slowdown
2022-08-01,114.44,,13710.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.1444,,114.44,,295.097,186.043,3.6,2.33,58.2,581196.0,17916.5,3955.0,300.977,2.1199999999999997,8.222579178218826,9.149503171028982,-5.892579178218826,1,0,0,recovery,4.74005066818191,,,83.25632653061224,1.3745501965898284,9.52588077255636,-222884.0,7.293946024799416e-05,38.780468795006385,0,114.44,0,76.47058823529412,5,0,0,0,slowdown
2022-09-01,111.92,,20962.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.1192,,111.92,,296.349,186.805,3.5,2.56,58.6,579446.0,17992.8,3585.62,299.027,2.19,8.192106896425821,7.974456397174334,-5.632106896425821,1,0,0,recovery,4.717784330357226,-0.0220202726319468,,84.03960784313725,1.331753001619218,9.950466553730122,7252.0,4.770537162484496e-05,37.766282322531886,0,111.92,0,76.47058823529412,5,0,0,0,slowdown
2022-10-01,114.44,,11291.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.1444,,114.44,,298.007,186.811,3.6,3.08,59.9,585006.0,18109.6,3871.98,298.773,2.26,7.758813957693,7.269496718687263,-4.678813957693,1,0,0,recovery,4.74005066818191,0.0225160829163688,,86.02310344827586,1.330340285488662,9.331761227180522,-9671.0,8.85661146045523e-05,38.40178250846456,0,114.44,0,76.47058823529412,5,0,0,0,slowdown
2022-11-01,129.99,,13042.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.2999,,129.99,,298.786,186.524,3.6,3.78,56.7,576356.0,18108.0,4080.11,298.465,2.33,7.122856456533988,4.586250322093632,-3.342856456533988,1,0,0,recovery,4.867457524419928,0.1358790632645929,,82.81163636363637,1.56970693622328,9.475930197953147,1751.0,7.667535654040791e-05,43.506054500545545,0,129.99,0,76.47058823529412,5,0,0,0,slowdown
2022-12-01,129.99,,17522.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.2999,,129.99,,298.832,185.069,3.5,4.1,59.8,569119.0,18116.5,3839.5,297.837,2.4,6.404600402357152,3.9910319637039393,-2.3046004023571527,1,1,0,recovery,4.867457524419928,0.0,,92.51315789473684,1.4050974256862467,9.77121251322631,4480.0,5.707111060381235e-05,43.49935749852761,0,129.99,0,76.47058823529412,5,0,0,0,slowdown
2023-01-01,119.29,,14517.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.1929,,119.29,,300.42,186.935,3.5,4.33,64.9,591964.0,18449.1,4076.6,297.428,2.47,6.327178517960097,5.659367040483199,-1.997178517960097,1,1,0,recovery,4.781557503293855,-0.0823140241557043,,92.95584905660375,1.2832974063564364,9.583075655461428,-3005.0,6.888475580354067e-05,39.707742493841955,0,119.29,0,76.47058823529412,5,0,0,0,slowdown
2023-02-01,111.66,,26354.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.1166,,111.66,,301.45,187.494,3.6,4.57,66.9,586165.0,18491.6,3970.15,297.701,2.5633333333333335,5.957820738137087,3.971073669198999,-1.387820738137087,1,1,0,recovery,4.715458539882214,-0.0639617738284853,,91.0203448275862,1.2267587011619228,10.179375345105198,11837.0,3.794490399939288e-05,37.040968651517666,0,111.66,0,76.47058823529412,5,0,0,0,slowdown
2023-03-01,129.99,,17477.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.2999,,129.99,,301.821,188.158,3.5,4.65,62.0,578812.0,18520.4,4109.31,298.78,2.6566666666666667,4.917719362889961,0.7531963410706943,-0.2677193628899603,1,1,0,recovery,4.867457524419928,0.1641590542718969,,90.18460317460318,1.4413768584015505,9.76864100976636,-8877.0,5.721805801911083e-05,43.06857375729323,0,129.99,0,76.47058823529412,5,0,0,0,slowdown
2023-04-01,127.39,,14186.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.2739,,127.39,,302.845,188.647,3.4,4.83,63.7,583874.0,18641.8,4169.48,300.202,2.75,4.950079879124369,0.5045245402733212,-0.1200798791243693,1,1,0,recovery,4.847253247121696,-0.0200015385798908,,90.65213114754098,1.405262053824926,9.560010841762033,-3291.0,7.049203440011279e-05,42.064422394294105,0,127.39,0,76.47058823529412,5,0,0,0,slowdown
2023-05-01,109.28,,15013.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.0928,,109.28,,303.334,189.549,3.6,5.06,59.0,586286.0,18664.6,4179.83,302.17,2.8133333333333335,4.131851231385042,1.1109884727616317,0.9281487686149577,1,1,0,recovery,4.69391339582248,-0.1421618651385509,,84.80033898305085,1.288674093883539,9.616671771412303,827.0,6.6608938919603e-05,36.026294447704515,0,109.28,0,76.47058823529412,5,0,0,0,slowdown
2023-06-01,86.19,,10438.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,0.8619,,86.19,,304.014,189.937,3.6,5.08,64.2,588670.0,18773.0,4450.38,304.163,2.8766666666666665,3.070617072997095,0.5318022529015254,2.009382927002905,1,1,0,recovery,4.456554161659308,-0.2112920937042459,,84.46258620689655,1.0204518221697834,9.25320827220336,-4575.0,9.580379383023568e-05,28.350668061339277,0,86.19,0,76.47058823529412,5,0,0,0,slowdown
2023-07-01,107.49,,70977.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.0749,,107.49,,304.609,190.996,3.5,5.12,71.5,589257.0,18884.2,4588.96,306.34,2.94,3.287749268428297,1.724593322250367,1.832250731571703,1,1,0,recovery,4.677397819984972,0.2471284371736859,,88.37647058823529,1.2162739616613418,11.1701111598804,60539.0,1.408907110754188e-05,35.287860831426514,0,107.49,0,76.47058823529412,5,0,0,0,expansion
2023-08-01,138.17,,72787.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.3817,,138.17,,306.082,190.978,3.7,5.33,69.4,595191.0,18953.3,4507.66,309.006,2.993333333333333,3.722504803505289,2.407965643259758,1.6074951964947113,1,1,0,recovery,4.928484811068578,0.2854218997116009,,90.61518518518518,1.524799620699662,11.19529264681043,1810.0,1.37387170785992e-05,45.14149802993968,0,138.17,0,76.47058823529412,5,0,0,0,expansion
2023-09-01,130.76,129.99,31181.0,9788072372,Jo Malone,fragrance,premium,US,AMAZON,LISTPRICE,SALES,1.3076,129.99,130.76,129.99,307.276,192.057,3.7,5.33,67.8,598956.0,19048.1,4288.05,311.208,3.046666666666667,3.687206638119256,3.367009177731828,1.6427933618807442,1,1,0,recovery,4.87336358185601,-0.0536295867409712,-0.005923532579429,83.49739130434783,1.5660369498656557,10.3475642139384,-41606.0,3.207081235367692e-05,42.55457634179044,0,130.76,0,76.47058823529412,5,0,0,0,expansion
